id,name,created_at,updated_at,company_id
56,20501021,2017-02-20 18:19:44.143255,2017-02-20 18:19:44.143255,
57,74804008,2017-02-20 18:19:44.469255,2017-02-20 18:19:44.469255,
58,70906004,2017-02-20 18:19:44.794255,2017-02-20 18:19:44.794255,
59,35201003,2017-02-20 18:19:45.134255,2017-02-20 18:19:45.134255,
60,35601056,2017-02-20 18:19:45.466255,2017-02-20 18:19:45.466255,
61,60801001,2017-02-20 18:19:45.789255,2017-02-20 18:19:45.789255,
62,35701003,2017-02-20 18:19:46.116255,2017-02-20 18:19:46.116255,
63,10603021,2017-02-20 18:19:46.445255,2017-02-20 18:19:46.445255,
64,20503001,2017-02-20 18:19:46.778255,2017-02-20 18:19:46.778255,
65,74501073,2017-02-20 18:19:47.098255,2017-02-20 18:19:47.098255,
66,74807008,2017-02-20 18:19:47.430255,2017-02-20 18:19:47.430255,
67,76101004,2017-02-20 18:19:47.763255,2017-02-20 18:19:47.763255,
68,10201002,2017-02-20 18:19:48.100255,2017-02-20 18:19:48.100255,
69,46301004,2017-02-20 18:19:48.439255,2017-02-20 18:19:48.439255,
70,74312004,2017-02-20 18:19:48.761255,2017-02-20 18:19:48.761255,
71,10310002,2017-02-20 18:19:49.086255,2017-02-20 18:19:49.086255,
72,10603110,2017-02-20 18:19:49.408255,2017-02-20 18:19:49.408255,
73,44201008,2017-02-20 18:19:49.735255,2017-02-20 18:19:49.735255,
74,46301072,2017-02-20 18:19:50.054255,2017-02-20 18:19:50.054255,
75,11001110,2017-02-20 18:19:50.373255,2017-02-20 18:19:50.373255,
76,20403003,2017-02-20 18:19:50.699255,2017-02-20 18:19:50.699255,
77,74908004,2017-02-20 18:19:51.023255,2017-02-20 18:19:51.023255,
78,74807004,2017-02-20 18:19:51.338255,2017-02-20 18:19:51.338255,
79,74816004,2017-02-20 18:19:51.663255,2017-02-20 18:19:51.663255,
80,11001022,2017-02-20 18:19:51.992255,2017-02-20 18:19:51.992255,
81,20505003,2017-02-20 18:19:52.315255,2017-02-20 18:19:52.315255,
82,20403100,2017-02-20 18:19:52.647255,2017-02-20 18:19:52.647255,
83,20405110,2017-02-20 18:19:52.973255,2017-02-20 18:19:52.973255,
84,60701001,2017-02-20 18:19:53.294255,2017-02-20 18:19:53.294255,
85,76101003,2017-02-20 18:19:53.623255,2017-02-20 18:19:53.623255,
86,60704001,2017-02-20 18:19:53.967255,2017-02-20 18:19:53.967255,
87,20401003,2017-02-20 18:19:54.301255,2017-02-20 18:19:54.301255,
88,10310009,2017-02-20 18:19:54.633255,2017-02-20 18:19:54.633255,
89,60801022,2017-02-20 18:19:54.963255,2017-02-20 18:19:54.963255,
90,10208003,2017-02-20 18:19:55.284255,2017-02-20 18:19:55.284255,
91,60801110,2017-02-20 18:19:55.608255,2017-02-20 18:19:55.608255,
92,10207003,2017-02-20 18:19:55.951255,2017-02-20 18:19:55.951255,
93,46301008,2017-02-20 18:19:56.273255,2017-02-20 18:19:56.273255,
94,34202003,2017-02-20 18:19:56.600255,2017-02-20 18:19:56.600255,
95,10310003,2017-02-20 18:19:56.921255,2017-02-20 18:19:56.921255,
96,11101002,2017-02-20 18:19:57.253255,2017-02-20 18:19:57.253255,
97,11101110,2017-02-20 18:19:57.579255,2017-02-20 18:19:57.579255,
98,74312001,2017-02-20 18:19:57.904255,2017-02-20 18:19:57.904255,
99,74815004,2017-02-20 18:19:58.226255,2017-02-20 18:19:58.226255,
100,11101001,2017-02-20 18:19:58.570255,2017-02-20 18:19:58.570255,
101,10309060,2017-02-20 18:19:58.893255,2017-02-20 18:19:58.893255,
102,20403110,2017-02-20 18:19:59.219255,2017-02-20 18:19:59.219255,
103,10343110,2017-02-20 18:19:59.539255,2017-02-20 18:19:59.539255,
104,10603001,2017-02-20 18:19:59.858255,2017-02-20 18:19:59.858255,
105,74813004,2017-02-20 18:20:00.189255,2017-02-20 18:20:00.189255,
106,10340110,2017-02-20 18:20:00.524255,2017-02-20 18:20:00.524255,
107,76401003,2017-02-20 18:20:00.850255,2017-02-20 18:20:00.850255,
108,44101008,2017-02-20 18:20:01.178255,2017-02-20 18:20:01.178255,
109,10310100,2017-02-20 18:20:01.564255,2017-02-20 18:20:01.564255,
110,11001100,2017-02-20 18:20:01.894255,2017-02-20 18:20:01.894255,
111,74801008,2017-02-20 18:20:02.214255,2017-02-20 18:20:02.214255,
112,74801001,2017-02-20 18:20:02.549255,2017-02-20 18:20:02.549255,
113,74801021,2017-02-20 18:20:02.876255,2017-02-20 18:20:02.876255,
114,44201021,2017-02-20 18:20:03.214255,2017-02-20 18:20:03.214255,
115,20505022,2017-02-20 18:20:03.529255,2017-02-20 18:20:03.529255,
116,20403021,2017-02-20 18:20:03.844255,2017-02-20 18:20:03.844255,
117,20401021,2017-02-20 18:20:04.178255,2017-02-20 18:20:04.178255,
118,10207063,2017-02-20 18:20:04.505255,2017-02-20 18:20:04.505255,
119,10201056,2017-02-20 18:20:04.844255,2017-02-20 18:20:04.844255,
120,20503110,2017-02-20 18:20:05.190255,2017-02-20 18:20:05.190255,
121,46301077,2017-02-20 18:20:05.562255,2017-02-20 18:20:05.562255,
122,46301071,2017-02-20 18:20:05.904255,2017-02-20 18:20:05.904255,
123,44101056,2017-02-20 18:20:06.253255,2017-02-20 18:20:06.253255,
124,44101001,2017-02-20 18:20:06.587255,2017-02-20 18:20:06.587255,
125,74601004,2017-02-20 18:20:06.925255,2017-02-20 18:20:06.925255,
126,84909004,2017-02-20 18:20:07.257255,2017-02-20 18:20:07.257255,
127,74501071,2017-02-20 18:20:07.593255,2017-02-20 18:20:07.593255,
128,11101022,2017-02-20 18:20:07.921255,2017-02-20 18:20:07.921255,
129,74501001,2017-02-20 18:20:08.258255,2017-02-20 18:20:08.258255,
130,11101100,2017-02-20 18:20:08.583255,2017-02-20 18:20:08.583255,
131,74801110,2017-02-20 18:20:08.922255,2017-02-20 18:20:08.922255,
132,11101021,2017-02-20 18:20:09.253255,2017-02-20 18:20:09.253255,
133,20502003,2017-02-20 18:20:09.578255,2017-02-20 18:20:09.578255,
134,20503003,2017-02-20 18:20:09.912255,2017-02-20 18:20:09.912255,
135,10201022,2017-02-20 18:20:10.248255,2017-02-20 18:20:10.248255,
136,84902004,2017-02-20 18:20:10.570255,2017-02-20 18:20:10.570255,
137,10202071,2017-02-20 18:20:10.899255,2017-02-20 18:20:10.899255,
138,10206063,2017-02-20 18:20:11.238255,2017-02-20 18:20:11.238255,
139,10208002,2017-02-20 18:20:11.558255,2017-02-20 18:20:11.558255,
140,10201013,2017-02-20 18:20:11.895255,2017-02-20 18:20:11.895255,
141,76401001,2017-02-20 18:20:12.217255,2017-02-20 18:20:12.217255,
142,44101006,2017-02-20 18:20:12.540255,2017-02-20 18:20:12.540255,
143,46301001,2017-02-20 18:20:12.863255,2017-02-20 18:20:12.863255,
144,20505100,2017-02-20 18:20:13.188255,2017-02-20 18:20:13.188255,
145,11001021,2017-02-20 18:20:13.507255,2017-02-20 18:20:13.507255,
146,20401002,2017-02-20 18:20:13.848255,2017-02-20 18:20:13.848255,
147,46301087,2017-02-20 18:20:14.178255,2017-02-20 18:20:14.178255,
148,20403022,2017-02-20 18:20:14.500255,2017-02-20 18:20:14.500255,
149,11001001,2017-02-20 18:20:14.833255,2017-02-20 18:20:14.833255,
150,60701022,2017-02-20 18:20:15.163255,2017-02-20 18:20:15.163255,
151,20501100,2017-02-20 18:20:15.490255,2017-02-20 18:20:15.490255,
152,44101023,2017-02-20 18:20:15.808255,2017-02-20 18:20:15.808255,
153,10601021,2017-02-20 18:20:16.144255,2017-02-20 18:20:16.144255,
154,76401021,2017-02-20 18:20:16.826255,2017-02-20 18:20:16.826255,
155,74806008,2017-02-20 18:20:17.933255,2017-02-20 18:20:17.933255,
156,46201073,2017-02-20 18:20:18.762255,2017-02-20 18:20:18.762255,
157,10201006,2017-02-20 18:20:19.105255,2017-02-20 18:20:19.105255,
158,20401100,2017-02-20 18:20:19.429255,2017-02-20 18:20:19.429255,
159,20502110,2017-02-20 18:20:19.759255,2017-02-20 18:20:19.759255,
160,70903073,2017-02-20 18:20:20.083255,2017-02-20 18:20:20.083255,
161,10310021,2017-02-20 18:20:20.413255,2017-02-20 18:20:20.413255,
162,13001014,2017-02-20 18:20:20.743255,2017-02-20 18:20:20.743255,
163,20506100,2017-02-20 18:20:21.068255,2017-02-20 18:20:21.068255,
164,20502022,2017-02-20 18:20:21.401255,2017-02-20 18:20:21.401255,
165,10301015,2017-02-20 18:20:21.725255,2017-02-20 18:20:21.725255,
166,60701003,2017-02-20 18:20:22.050255,2017-02-20 18:20:22.050255,
167,20404110,2017-02-20 18:20:22.366255,2017-02-20 18:20:22.366255,
168,74501087,2017-02-20 18:20:22.688255,2017-02-20 18:20:22.688255,
169,74301110,2017-02-20 18:20:23.013255,2017-02-20 18:20:23.013255,
170,44101013,2017-02-20 18:20:23.338255,2017-02-20 18:20:23.338255,
171,20506021,2017-02-20 18:20:23.663255,2017-02-20 18:20:23.663255,
172,10603100,2017-02-20 18:20:23.989255,2017-02-20 18:20:23.989255,
173,35001086,2017-02-20 18:20:24.308255,2017-02-20 18:20:24.308255,
174,76701004,2017-02-20 18:20:24.641255,2017-02-20 18:20:24.641255,
175,20504003,2017-02-20 18:20:24.966255,2017-02-20 18:20:24.966255,
176,76401110,2017-02-20 18:20:25.283255,2017-02-20 18:20:25.283255,
177,74301003,2017-02-20 18:20:25.638255,2017-02-20 18:20:25.638255,
178,10212003,2017-02-20 18:20:25.990255,2017-02-20 18:20:25.990255,
179,10202089,2017-02-20 18:20:26.328255,2017-02-20 18:20:26.328255,
180,10201064,2017-02-20 18:20:26.673255,2017-02-20 18:20:26.673255,
181,10202085,2017-02-20 18:20:27.017255,2017-02-20 18:20:27.017255,
182,20501110,2017-02-20 18:20:27.345255,2017-02-20 18:20:27.345255,
183,10342110,2017-02-20 18:20:27.664255,2017-02-20 18:20:27.664255,
184,10201062,2017-02-20 18:20:27.997255,2017-02-20 18:20:27.997255,
185,74905004,2017-02-20 18:20:28.324255,2017-02-20 18:20:28.324255,
186,74901004,2017-02-20 18:20:28.652255,2017-02-20 18:20:28.652255,
187,76401002,2017-02-20 18:20:28.973255,2017-02-20 18:20:28.973255,
188,60701002,2017-02-20 18:20:29.333255,2017-02-20 18:20:29.333255,
189,76401008,2017-02-20 18:20:29.655255,2017-02-20 18:20:29.655255,
190,10202113,2017-02-20 18:20:29.999255,2017-02-20 18:20:29.999255,
191,74701001,2017-02-20 18:20:30.387255,2017-02-20 18:20:30.387255,
192,20502002,2017-02-20 18:20:30.711255,2017-02-20 18:20:30.711255,
193,20505001,2017-02-20 18:20:31.067255,2017-02-20 18:20:31.067255,
194,70902004,2017-02-20 18:20:31.392255,2017-02-20 18:20:31.392255,
195,60704003,2017-02-20 18:20:31.716255,2017-02-20 18:20:31.716255,
196,20502001,2017-02-20 18:20:32.037255,2017-02-20 18:20:32.037255,
197,35001021,2017-02-20 18:20:32.356255,2017-02-20 18:20:32.356255,
198,74806003,2017-02-20 18:20:32.681255,2017-02-20 18:20:32.681255,
199,11101060,2017-02-20 18:20:33.009255,2017-02-20 18:20:33.009255,
200,10344110,2017-02-20 18:20:33.332255,2017-02-20 18:20:33.332255,
201,74801002,2017-02-20 18:20:33.657255,2017-02-20 18:20:33.657255,
202,20401001,2017-02-20 18:20:33.982255,2017-02-20 18:20:33.982255,
203,60701110,2017-02-20 18:20:34.308255,2017-02-20 18:20:34.308255,
204,10314068,2017-02-20 18:20:34.638255,2017-02-20 18:20:34.638255,
205,20506002,2017-02-20 18:20:34.962255,2017-02-20 18:20:34.962255,
206,76401012,2017-02-20 18:20:35.301255,2017-02-20 18:20:35.301255,
207,10603012,2017-02-20 18:20:35.630255,2017-02-20 18:20:35.630255,
208,76001012,2017-02-20 18:20:35.985255,2017-02-20 18:20:35.985255,
209,74801012,2017-02-20 18:20:36.336255,2017-02-20 18:20:36.336255,
210,10201012,2017-02-20 18:20:36.668255,2017-02-20 18:20:36.668255,
211,20403012,2017-02-20 18:20:36.988255,2017-02-20 18:20:36.988255,
212,11001012,2017-02-20 18:20:37.313255,2017-02-20 18:20:37.313255,
213,60801012,2017-02-20 18:20:37.707255,2017-02-20 18:20:37.707255,
214,60701012,2017-02-20 18:20:38.065255,2017-02-20 18:20:38.065255,
215,10208012,2017-02-20 18:20:38.462255,2017-02-20 18:20:38.462255,
216,74301012,2017-02-20 18:20:38.793255,2017-02-20 18:20:38.793255,
217,12001183,2017-02-20 18:20:39.126255,2017-02-20 18:20:39.126255,
218,12001182,2017-02-20 18:20:39.465255,2017-02-20 18:20:39.465255,
219,12001181,2017-02-20 18:20:39.782255,2017-02-20 18:20:39.782255,
220,12001180,2017-02-20 18:20:40.120255,2017-02-20 18:20:40.120255,
221,,2017-02-20 18:20:40.448255,2017-02-20 18:20:40.448255,
222,20505098,2017-02-20 18:20:40.771255,2017-02-20 18:20:40.771255,
223,60701098,2017-02-20 18:20:41.101255,2017-02-20 18:20:41.101255,
224,10310098,2017-02-20 18:20:41.433255,2017-02-20 18:20:41.433255,
225,20401098,2017-02-20 18:20:41.757255,2017-02-20 18:20:41.757255,
226,11001098,2017-02-20 18:20:42.086255,2017-02-20 18:20:42.086255,
227,10202078,2017-02-20 18:20:42.410255,2017-02-20 18:20:42.410255,
228,10604098,2017-02-20 18:20:42.747255,2017-02-20 18:20:42.747255,
229,11101098,2017-02-20 18:20:43.071255,2017-02-20 18:20:43.071255,
230,10236018,2017-02-20 18:20:43.391255,2017-02-20 18:20:43.391255,
231,20503098,2017-02-20 18:20:43.717255,2017-02-20 18:20:43.717255,
232,2001-01-02,2017-02-20 18:20:44.042255,2017-02-20 18:20:44.042255,
233,2001-02-03,2017-02-20 18:20:44.356255,2017-02-20 18:20:44.356255,
234,2007-02-03,2017-02-20 18:20:44.686255,2017-02-20 18:20:44.686255,
235,,2017-02-20 18:20:45.007255,2017-02-20 18:20:45.007255,
236,2003-05-02,2017-02-20 18:20:45.326255,2017-02-20 18:20:45.326255,
237,2001-10-03,2017-02-20 18:20:45.674255,2017-02-20 18:20:45.674255,
238,2006-03-05,2017-02-20 18:20:46.014255,2017-02-20 18:20:46.014255,
239,2006-05-03,2017-02-20 18:20:46.334255,2017-02-20 18:20:46.334255,
240,2010-03-02,2017-02-20 18:20:46.658255,2017-02-20 18:20:46.658255,
241,2010-03-03,2017-02-20 18:20:46.986255,2017-02-20 18:20:46.986255,
242,2003-05-03,2017-02-20 18:20:47.331255,2017-02-20 18:20:47.331255,
243,4-48-13,2017-02-20 18:20:47.657255,2017-02-20 18:20:47.657255,
244,28-41-1,2017-02-20 18:20:47.982255,2017-02-20 18:20:47.982255,
245,4-47-1,2017-02-20 18:20:48.309255,2017-02-20 18:20:48.309255,
246,36-4-3,2017-02-20 18:20:48.643255,2017-02-20 18:20:48.643255,
247,4-44-2,2017-02-20 18:20:48.982255,2017-02-20 18:20:48.982255,
248,4-43-1,2017-02-20 18:20:49.304255,2017-02-20 18:20:49.304255,
249,36-3-41,2017-02-20 18:20:49.622255,2017-02-20 18:20:49.622255,
250,4-61-1,2017-02-20 18:20:49.952255,2017-02-20 18:20:49.952255,
251,2010-01-03,2017-02-20 18:20:50.279255,2017-02-20 18:20:50.279255,
252,4-48-1,2017-02-20 18:20:50.644255,2017-02-20 18:20:50.644255,
253,73-63-1,2017-02-20 18:20:50.963255,2017-02-20 18:20:50.963255,
254,8-45-1,2017-02-20 18:20:51.302255,2017-02-20 18:20:51.302255,
255,8-41-1,2017-02-20 18:20:51.645255,2017-02-20 18:20:51.645255,
256,8-65-1,2017-02-20 18:20:51.970255,2017-02-20 18:20:51.970255,
257,6-41-1,2017-02-20 18:20:52.298255,2017-02-20 18:20:52.298255,
258,36-3-43,2017-02-20 18:20:52.647255,2017-02-20 18:20:52.647255,
259,3-60-1,2017-02-20 18:20:52.974255,2017-02-20 18:20:52.974255,
260,21-3-10,2017-02-20 18:20:53.300255,2017-02-20 18:20:53.300255,
261,1-41-1,2017-02-20 18:20:53.625255,2017-02-20 18:20:53.625255,
262,2001-01-07,2017-02-20 18:20:53.956255,2017-02-20 18:20:53.956255,
263,36-3-40,2017-02-20 18:20:54.279255,2017-02-20 18:20:54.279255,
264,36-7-1,2017-02-20 18:20:54.609255,2017-02-20 18:20:54.609255,
265,36-10-1,2017-02-20 18:20:54.929255,2017-02-20 18:20:54.929255,
266,72-63-1,2017-02-20 18:20:55.249255,2017-02-20 18:20:55.249255,
267,3-57-1,2017-02-20 18:20:55.574255,2017-02-20 18:20:55.574255,
268,86-2-2,2017-02-20 18:20:55.899255,2017-02-20 18:20:55.899255,
269,1-43-1,2017-02-20 18:20:56.265255,2017-02-20 18:20:56.265255,
270,2003-01-01,2017-02-20 18:20:56.585255,2017-02-20 18:20:56.585255,
271,44101300,2017-02-20 18:20:56.906255,2017-02-20 18:20:56.906255,
272,210004,2017-02-20 18:20:57.244255,2017-02-20 18:20:57.244255,
273,230655,2017-02-20 18:20:57.573255,2017-02-20 18:20:57.573255,
274,210042,2017-02-20 18:20:57.901255,2017-02-20 18:20:57.901255,
275,210051,2017-02-20 18:20:58.231255,2017-02-20 18:20:58.231255,
276,220001,2017-02-20 18:20:58.563255,2017-02-20 18:20:58.563255,
277,230567,2017-02-20 18:20:58.886255,2017-02-20 18:20:58.886255,
278,202142,2017-02-20 18:20:59.215255,2017-02-20 18:20:59.215255,
279,203544,2017-02-20 18:20:59.553255,2017-02-20 18:20:59.553255,
280,230115,2017-02-20 18:20:59.876255,2017-02-20 18:20:59.876255,
281,203956,2017-02-20 18:21:00.200255,2017-02-20 18:21:00.200255,
282,230053,2017-02-20 18:21:00.554255,2017-02-20 18:21:00.554255,
283,220190,2017-02-20 18:21:00.882255,2017-02-20 18:21:00.882255,
284,202138,2017-02-20 18:21:01.226255,2017-02-20 18:21:01.226255,
285,210063,2017-02-20 18:21:01.568255,2017-02-20 18:21:01.568255,
286,201798,2017-02-20 18:21:01.892255,2017-02-20 18:21:01.892255,
287,210043,2017-02-20 18:21:02.233255,2017-02-20 18:21:02.233255,
288,210002,2017-02-20 18:21:02.559255,2017-02-20 18:21:02.559255,
289,210060,2017-02-20 18:21:02.911255,2017-02-20 18:21:02.911255,
290,210019,2017-02-20 18:21:03.255255,2017-02-20 18:21:03.255255,
291,220194,2017-02-20 18:21:03.580255,2017-02-20 18:21:03.580255,
292,230563,2017-02-20 18:21:03.906255,2017-02-20 18:21:03.906255,
293,230625,2017-02-20 18:21:04.247255,2017-02-20 18:21:04.247255,
294,210038,2017-02-20 18:21:04.590255,2017-02-20 18:21:04.590255,
295,250009,2017-02-20 18:21:04.931255,2017-02-20 18:21:04.931255,
296,202147,2017-02-20 18:21:05.296255,2017-02-20 18:21:05.296255,
297,203387,2017-02-20 18:21:05.638255,2017-02-20 18:21:05.638255,
298,201912,2017-02-20 18:21:05.984255,2017-02-20 18:21:05.984255,
299,203680,2017-02-20 18:21:06.334255,2017-02-20 18:21:06.334255,
300,230561,2017-02-20 18:21:06.654255,2017-02-20 18:21:06.654255,
301,230653,2017-02-20 18:21:06.980255,2017-02-20 18:21:06.980255,
302,210074,2017-02-20 18:21:07.307255,2017-02-20 18:21:07.307255,
303,230586,2017-02-20 18:21:07.636255,2017-02-20 18:21:07.636255,
304,230580,2017-02-20 18:21:07.957255,2017-02-20 18:21:07.957255,
305,230654,2017-02-20 18:21:08.277255,2017-02-20 18:21:08.277255,
306,201800,2017-02-20 18:21:08.598255,2017-02-20 18:21:08.598255,
307,210178,2017-02-20 18:21:08.932255,2017-02-20 18:21:08.932255,
308,230721,2017-02-20 18:21:09.261255,2017-02-20 18:21:09.261255,
309,210037,2017-02-20 18:21:09.585255,2017-02-20 18:21:09.585255,
310,210013,2017-02-20 18:21:09.913255,2017-02-20 18:21:09.913255,
311,201908,2017-02-20 18:21:10.239255,2017-02-20 18:21:10.239255,
312,230715,2017-02-20 18:21:10.566255,2017-02-20 18:21:10.566255,
313,203430,2017-02-20 18:21:10.899255,2017-02-20 18:21:10.899255,
314,210099,2017-02-20 18:21:11.247255,2017-02-20 18:21:11.247255,
315,210007,2017-02-20 18:21:11.580255,2017-02-20 18:21:11.580255,
316,250005,2017-02-20 18:21:11.905255,2017-02-20 18:21:11.905255,
317,202068,2017-02-20 18:21:12.237255,2017-02-20 18:21:12.237255,
318,210012,2017-02-20 18:21:12.561255,2017-02-20 18:21:12.561255,
319,210030,2017-02-20 18:21:12.887255,2017-02-20 18:21:12.887255,
320,220055,2017-02-20 18:21:13.209255,2017-02-20 18:21:13.209255,
321,230075,2017-02-20 18:21:13.573255,2017-02-20 18:21:13.573255,
322,210106,2017-02-20 18:21:13.892255,2017-02-20 18:21:13.892255,
323,201322,2017-02-20 18:21:14.217255,2017-02-20 18:21:14.217255,
324,210126,2017-02-20 18:21:14.541255,2017-02-20 18:21:14.541255,
325,230703,2017-02-20 18:21:14.868255,2017-02-20 18:21:14.868255,
326,230058,2017-02-20 18:21:15.200255,2017-02-20 18:21:15.200255,
327,230084,2017-02-20 18:21:15.516255,2017-02-20 18:21:15.516255,
328,201799,2017-02-20 18:21:15.838255,2017-02-20 18:21:15.838255,
329,201803,2017-02-20 18:21:16.165255,2017-02-20 18:21:16.165255,
330,201012,2017-02-20 18:21:16.544255,2017-02-20 18:21:16.544255,
331,230081,2017-02-20 18:21:17.955255,2017-02-20 18:21:17.955255,
332,230047,2017-02-20 18:21:18.283255,2017-02-20 18:21:18.283255,
333,,2017-02-20 18:21:18.615255,2017-02-20 18:21:18.615255,
334,200808,2017-02-20 18:21:18.944255,2017-02-20 18:21:18.944255,
335,230705,2017-02-20 18:21:19.276255,2017-02-20 18:21:19.276255,
336,230702,2017-02-20 18:21:19.604255,2017-02-20 18:21:19.604255,
337,201149,2017-02-20 18:21:19.934255,2017-02-20 18:21:19.934255,
338,210104,2017-02-20 18:21:20.269255,2017-02-20 18:21:20.269255,
339,201802,2017-02-20 18:21:20.594255,2017-02-20 18:21:20.594255,
340,230719,2017-02-20 18:21:20.924255,2017-02-20 18:21:20.924255,
341,200215,2017-02-20 18:21:21.249255,2017-02-20 18:21:21.249255,
342,230063,2017-02-20 18:21:21.572255,2017-02-20 18:21:21.572255,
343,230617,2017-02-20 18:21:21.898255,2017-02-20 18:21:21.898255,
344,201135,2017-02-20 18:21:22.238255,2017-02-20 18:21:22.238255,
345,230593,2017-02-20 18:21:22.563255,2017-02-20 18:21:22.563255,
346,210117,2017-02-20 18:21:22.905255,2017-02-20 18:21:22.905255,
347,203514,2017-02-20 18:21:23.239255,2017-02-20 18:21:23.239255,
348,230125,2017-02-20 18:21:23.560255,2017-02-20 18:21:23.560255,
349,220113,2017-02-20 18:21:23.879255,2017-02-20 18:21:23.879255,
350,210020,2017-02-20 18:21:24.215255,2017-02-20 18:21:24.215255,
351,200390,2017-02-20 18:21:24.547255,2017-02-20 18:21:24.547255,
352,203205,2017-02-20 18:21:24.874255,2017-02-20 18:21:24.874255,
353,201948,2017-02-20 18:21:25.202255,2017-02-20 18:21:25.202255,
354,201331,2017-02-20 18:21:25.555255,2017-02-20 18:21:25.555255,
355,230018,2017-02-20 18:21:25.885255,2017-02-20 18:21:25.885255,
356,202083,2017-02-20 18:21:26.209255,2017-02-20 18:21:26.209255,
357,203462,2017-02-20 18:21:26.555255,2017-02-20 18:21:26.555255,
358,220016,2017-02-20 18:21:26.897255,2017-02-20 18:21:26.897255,
