id,regulator_id,section_reference,section,section_link,subsection,rule_reference,name,rule_link,created_at,updated_at
44,1,PART 17,"REPORTS BY REPORTING MARKETS, FUTURES COMMISSION MERCHANTS, CLEARING MEMBERS, AND FOREIGN BROKERS (§§ 17.00 - 17.04)",https://www.law.cornell.edu/cfr/text/17/part-17,Reporting,17.02,"Form, manner and time of filing reports.",https://www.law.cornell.edu/cfr/text/17/17.02,2016-09-06 18:07:02.176119,2016-09-06 18:07:02.176119
45,1,PART 17,"REPORTS BY REPORTING MARKETS, FUTURES COMMISSION MERCHANTS, CLEARING MEMBERS, AND FOREIGN BROKERS (§§ 17.00 - 17.04)",https://www.law.cornell.edu/cfr/text/17/part-17,Reporting,17.04,Reporting omnibus accounts to reporting firms.,https://www.law.cornell.edu/cfr/text/17/17.04,2016-09-06 18:07:02.195121,2016-09-06 18:07:02.195121
46,1,PART 18,REPORTS BY TRADERS (§§ 18.00 - 18.06),https://www.law.cornell.edu/cfr/text/17/part-18,Reporting,18.00,Information to be furnished by traders.,https://www.law.cornell.edu/cfr/text/17/18.00,2016-09-06 18:07:02.213122,2016-09-06 18:07:02.213122
47,1,PART 18,REPORTS BY TRADERS (§§ 18.00 - 18.06),https://www.law.cornell.edu/cfr/text/17/part-18,Reporting,18.01,Interest in or control of several accounts.,https://www.law.cornell.edu/cfr/text/17/18.01,2016-09-06 18:07:02.233124,2016-09-06 18:07:02.233124
48,1,PART 18,REPORTS BY TRADERS (§§ 18.00 - 18.06),https://www.law.cornell.edu/cfr/text/17/part-18,Reporting,18.04,Statement of reporting trader.,https://www.law.cornell.edu/cfr/text/17/18.04,2016-09-06 18:07:02.251126,2016-09-06 18:07:02.251126
49,1,PART 18,REPORTS BY TRADERS (§§ 18.00 - 18.06),https://www.law.cornell.edu/cfr/text/17/part-18,Reporting,18.05,Maintenance of books and records.,https://www.law.cornell.edu/cfr/text/17/18.05,2016-09-06 18:07:02.267128,2016-09-06 18:07:02.267128
50,1,PART 180,PROHIBITION AGAINST MANIPULATION (§§ 180.1 - 180.2),https://www.law.cornell.edu/cfr/text/17/part-180,Trading Practices,180.1,"Prohibition on the employment, or attempted employment, of manipulative and deceptive devices.",https://www.law.cornell.edu/cfr/text/17/180.1,2016-09-06 18:07:02.283129,2016-09-06 18:07:02.283129
51,1,PART 180,PROHIBITION AGAINST MANIPULATION (§§ 180.1 - 180.2),https://www.law.cornell.edu/cfr/text/17/part-180,Trading Practices,180.2,Prohibition on price manipulation.,https://www.law.cornell.edu/cfr/text/17/180.2,2016-09-06 18:07:02.300131,2016-09-06 18:07:02.300131
52,1,PART 19,REPORTS BY PERSONS HOLDING BONA FIDE HEDGE POSITIONS PURSUANT TO § 1.3( z ) OF THIS CHAPTER AND BY MERCHANTS AND DEALERS IN COTTON (§§ 19.00 - 19.03-19.10),https://www.law.cornell.edu/cfr/text/17/part-19,Reporting,19.00,General provisions.,https://www.law.cornell.edu/cfr/text/17/19.00,2016-09-06 18:07:02.318133,2016-09-06 18:07:02.318133
53,1,PART 19,REPORTS BY PERSONS HOLDING BONA FIDE HEDGE POSITIONS PURSUANT TO § 1.3( z ) OF THIS CHAPTER AND BY MERCHANTS AND DEALERS IN COTTON (§§ 19.00 - 19.03-19.10),https://www.law.cornell.edu/cfr/text/17/part-19,Reporting,19.01,"Reports on stocks and fixed price purchases and sales pertaining to futures positions in wheat, corn, oats, soybeans, soybean oil, soybean meal or cotton.",https://www.law.cornell.edu/cfr/text/17/19.01,2016-09-06 18:07:02.339135,2016-09-06 18:07:02.339135
54,1,PART 20,LARGE TRADER REPORTING FOR PHYSICAL COMMODITY SWAPS (§§ 20.1 - 20.11),https://www.law.cornell.edu/cfr/text/17/part-20,Reporting,20.1,Definitions.,https://www.law.cornell.edu/cfr/text/17/20.1,2016-09-06 18:07:02.459147,2016-09-06 18:07:02.459147
55,1,PART 20,LARGE TRADER REPORTING FOR PHYSICAL COMMODITY SWAPS (§§ 20.1 - 20.11),https://www.law.cornell.edu/cfr/text/17/part-20,Reporting,20.2,Covered contracts.,https://www.law.cornell.edu/cfr/text/17/20.2,2016-09-06 18:07:02.553156,2016-09-06 18:07:02.553156
56,1,PART 20,LARGE TRADER REPORTING FOR PHYSICAL COMMODITY SWAPS (§§ 20.1 - 20.11),https://www.law.cornell.edu/cfr/text/17/part-20,Reporting,20.3,Clearing organizations.,https://www.law.cornell.edu/cfr/text/17/20.3,2016-09-06 18:07:02.573158,2016-09-06 18:07:02.573158
57,1,PART 20,LARGE TRADER REPORTING FOR PHYSICAL COMMODITY SWAPS (§§ 20.1 - 20.11),https://www.law.cornell.edu/cfr/text/17/part-20,Reporting,20.4,Reporting entities.,https://www.law.cornell.edu/cfr/text/17/20.4,2016-09-06 18:07:02.693170,2016-09-06 18:07:02.693170
58,1,PART 20,LARGE TRADER REPORTING FOR PHYSICAL COMMODITY SWAPS (§§ 20.1 - 20.11),https://www.law.cornell.edu/cfr/text/17/part-20,Reporting,20.5,Series S filings.,https://www.law.cornell.edu/cfr/text/17/20.5,2016-09-06 18:07:02.793180,2016-09-06 18:07:02.793180
59,1,PART 20,LARGE TRADER REPORTING FOR PHYSICAL COMMODITY SWAPS (§§ 20.1 - 20.11),https://www.law.cornell.edu/cfr/text/17/part-20,Reporting,20.6,Maintenance of books and records.,https://www.law.cornell.edu/cfr/text/17/20.6,2016-09-06 18:07:02.818183,2016-09-06 18:07:02.818183
60,1,PART 20,LARGE TRADER REPORTING FOR PHYSICAL COMMODITY SWAPS (§§ 20.1 - 20.11),https://www.law.cornell.edu/cfr/text/17/part-20,Reporting,20.7,Form and manner of reporting and submitting information or filings.,https://www.law.cornell.edu/cfr/text/17/20.7,2016-09-06 18:07:02.846186,2016-09-06 18:07:02.846186
61,1,PART 21,SPECIAL CALLS (§§ 21.00 - 21.06),https://www.law.cornell.edu/cfr/text/17/part-21,Reporting,21.00,Preparation and transmission of information upon special call.,https://www.law.cornell.edu/cfr/text/17/21.00,2016-09-06 18:07:02.867188,2016-09-06 18:07:02.867188
62,1,PART 21,SPECIAL CALLS (§§ 21.00 - 21.06),https://www.law.cornell.edu/cfr/text/17/part-21,Reporting,21.01,"Special calls for information on controlled accounts from futures commission merchants, clearing members and introducing brokers.",https://www.law.cornell.edu/cfr/text/17/21.01,2016-09-06 18:07:02.887190,2016-09-06 18:07:02.887190
63,1,PART 21,SPECIAL CALLS (§§ 21.00 - 21.06),https://www.law.cornell.edu/cfr/text/17/part-21,Reporting,21.02,"Special calls for information on open contracts in accounts carried or introduced by futures commission merchants, clearing members, members of reporting markets, introducing brokers, and foreign brokers.",https://www.law.cornell.edu/cfr/text/17/21.02,2016-09-06 18:07:02.914192,2016-09-06 18:07:02.914192
64,1,PART 21,SPECIAL CALLS (§§ 21.00 - 21.06),https://www.law.cornell.edu/cfr/text/17/part-21,Reporting,21.03,"Selected special calls-duties of foreign brokers, domestic and foreign traders, futures commission merchants, clearing members, introducing brokers, and reporting markets.",https://www.law.cornell.edu/cfr/text/17/21.03,2016-09-06 18:07:03.032204,2016-09-06 18:07:03.032204
65,1,PART 21,SPECIAL CALLS (§§ 21.00 - 21.06),https://www.law.cornell.edu/cfr/text/17/part-21,Reporting,21.04,Special calls for information on customer accounts or related cleared positions.,https://www.law.cornell.edu/cfr/text/17/21.04,2016-09-06 18:07:03.051206,2016-09-06 18:07:03.051206
66,1,PART 3,REGISTRATION (§§ 3.1 - 3.75),https://www.law.cornell.edu/cfr/text/17/part-3,Registration,3.11,Registration of floor brokers and floor traders.,https://www.law.cornell.edu/cfr/text/17/3.11,2016-09-06 18:07:03.079209,2016-09-06 18:07:03.079209
67,1,PART 33,REGULATION OF COMMODITY OPTION TRANSACTIONS THAT ARE OPTIONS ON CONTRACTS OF SALE OF A COMMODITY FOR FUTURE DELIVERY (§§ 33.1 - 33.11),https://www.law.cornell.edu/cfr/text/17/part-33,Registration,33.1,Definitions.,https://www.law.cornell.edu/cfr/text/17/33.1,2016-09-06 18:07:03.100211,2016-09-06 18:07:03.100211
68,1,PART 33,REGULATION OF COMMODITY OPTION TRANSACTIONS THAT ARE OPTIONS ON CONTRACTS OF SALE OF A COMMODITY FOR FUTURE DELIVERY (§§ 33.1 - 33.11),https://www.law.cornell.edu/cfr/text/17/part-33,Registration,33.2,Applicability of Act and rules; scope of part 33.,https://www.law.cornell.edu/cfr/text/17/33.2,2016-09-06 18:07:03.126214,2016-09-06 18:07:03.126214
69,1,PART 33,REGULATION OF COMMODITY OPTION TRANSACTIONS THAT ARE OPTIONS ON CONTRACTS OF SALE OF A COMMODITY FOR FUTURE DELIVERY (§§ 33.1 - 33.11),https://www.law.cornell.edu/cfr/text/17/part-33,Registration,33.3,Unlawful commodity option transactions.,https://www.law.cornell.edu/cfr/text/17/33.3,2016-09-06 18:07:03.144215,2016-09-06 18:07:03.144215
70,1,PART 33,REGULATION OF COMMODITY OPTION TRANSACTIONS THAT ARE OPTIONS ON CONTRACTS OF SALE OF A COMMODITY FOR FUTURE DELIVERY (§§ 33.1 - 33.11),https://www.law.cornell.edu/cfr/text/17/part-33,Registration,33.7,Disclosure.,https://www.law.cornell.edu/cfr/text/17/33.7,2016-09-06 18:07:03.163217,2016-09-06 18:07:03.163217
71,1,PART 33,REGULATION OF COMMODITY OPTION TRANSACTIONS THAT ARE OPTIONS ON CONTRACTS OF SALE OF A COMMODITY FOR FUTURE DELIVERY (§§ 33.1 - 33.11),https://www.law.cornell.edu/cfr/text/17/part-33,Registration,33.8,Promotional material.,https://www.law.cornell.edu/cfr/text/17/33.8,2016-09-06 18:07:03.181219,2016-09-06 18:07:03.181219
72,1,PART 33,REGULATION OF COMMODITY OPTION TRANSACTIONS THAT ARE OPTIONS ON CONTRACTS OF SALE OF A COMMODITY FOR FUTURE DELIVERY (§§ 33.1 - 33.11),https://www.law.cornell.edu/cfr/text/17/part-33,Registration,33.9,Unlawful activities.,https://www.law.cornell.edu/cfr/text/17/33.9,2016-09-06 18:07:03.198221,2016-09-06 18:07:03.198221
73,1,PART 33,REGULATION OF COMMODITY OPTION TRANSACTIONS THAT ARE OPTIONS ON CONTRACTS OF SALE OF A COMMODITY FOR FUTURE DELIVERY (§§ 33.1 - 33.11),https://www.law.cornell.edu/cfr/text/17/part-33,Registration,33.10,Fraud in connection with commodity option transactions.,https://www.law.cornell.edu/cfr/text/17/33.10,2016-09-06 18:07:03.214222,2016-09-06 18:07:03.214222
74,1,PART 33,REGULATION OF COMMODITY OPTION TRANSACTIONS THAT ARE OPTIONS ON CONTRACTS OF SALE OF A COMMODITY FOR FUTURE DELIVERY (§§ 33.1 - 33.11),https://www.law.cornell.edu/cfr/text/17/part-33,Registration,33.11,Exemptions.,https://www.law.cornell.edu/cfr/text/17/33.11,2016-09-06 18:07:03.231224,2016-09-06 18:07:03.231224
75,1,PART 35,SWAPS IN AN AGRICULTURAL COMMODITY (AGRICULTURAL SWAPS) (§§ 35.1 - 35.1),https://www.law.cornell.edu/cfr/text/17/part-35,Registration,35.1,"Agricultural swaps, generally.",https://www.law.cornell.edu/cfr/text/17/35.1,2016-09-06 18:07:03.253226,2016-09-06 18:07:03.253226
76,1,PART 43,REAL-TIME PUBLIC REPORTING (§§ 43.1 - 43.7),https://www.law.cornell.edu/cfr/text/17/part-43,Reporting,43.1,"Purpose, scope, and rules of construction.",https://www.law.cornell.edu/cfr/text/17/43.1,2016-09-06 18:07:03.274228,2016-09-06 18:07:03.274228
77,1,PART 43,REAL-TIME PUBLIC REPORTING (§§ 43.1 - 43.7),https://www.law.cornell.edu/cfr/text/17/part-43,Reporting,43.2,Definitions.,https://www.law.cornell.edu/cfr/text/17/43.2,2016-09-06 18:07:03.293230,2016-09-06 18:07:03.293230
78,1,PART 43,REAL-TIME PUBLIC REPORTING (§§ 43.1 - 43.7),https://www.law.cornell.edu/cfr/text/17/part-43,Reporting,43.3,Method and timing for real-time public reporting.,https://www.law.cornell.edu/cfr/text/17/43.3,2016-09-06 18:07:03.314232,2016-09-06 18:07:03.314232
79,1,PART 43,REAL-TIME PUBLIC REPORTING (§§ 43.1 - 43.7),https://www.law.cornell.edu/cfr/text/17/part-43,Reporting,43.4,Swap transaction and pricing data to be publicly disseminated in real-time.,https://www.law.cornell.edu/cfr/text/17/43.4,2016-09-06 18:07:03.333234,2016-09-06 18:07:03.333234
80,1,PART 43,REAL-TIME PUBLIC REPORTING (§§ 43.1 - 43.7),https://www.law.cornell.edu/cfr/text/17/part-43,Reporting,43.5,Time delays for public dissemination of swap transaction and pricing data.,https://www.law.cornell.edu/cfr/text/17/43.5,2016-09-06 18:07:03.353236,2016-09-06 18:07:03.353236
81,1,PART 43,REAL-TIME PUBLIC REPORTING (§§ 43.1 - 43.7),https://www.law.cornell.edu/cfr/text/17/part-43,Reporting,43.6,Block trades and large notional off-facility swaps.,https://www.law.cornell.edu/cfr/text/17/43.6,2016-09-06 18:07:03.372238,2016-09-06 18:07:03.372238
82,1,PART 45,SWAP DATA RECORDKEEPING AND REPORTING REQUIREMENTS (§§ 45.1 - 45.14),https://www.law.cornell.edu/cfr/text/17/part-45,Recordkeeping and Reporting,45.1,Definitions.,https://www.law.cornell.edu/cfr/text/17/45.1,2016-09-06 18:07:03.391240,2016-09-06 18:07:03.391240
83,1,PART 45,SWAP DATA RECORDKEEPING AND REPORTING REQUIREMENTS (§§ 45.1 - 45.14),https://www.law.cornell.edu/cfr/text/17/part-45,Recordkeeping and Reporting,45.2,Swap recordkeeping.,https://www.law.cornell.edu/cfr/text/17/45.2,2016-09-06 18:07:03.409242,2016-09-06 18:07:03.409242
84,1,PART 45,SWAP DATA RECORDKEEPING AND REPORTING REQUIREMENTS (§§ 45.1 - 45.14),https://www.law.cornell.edu/cfr/text/17/part-45,Recordkeeping and Reporting,45.3,Swap data reporting: creation data.,https://www.law.cornell.edu/cfr/text/17/45.3,2016-09-06 18:07:03.426244,2016-09-06 18:07:03.426244
85,1,PART 45,SWAP DATA RECORDKEEPING AND REPORTING REQUIREMENTS (§§ 45.1 - 45.14),https://www.law.cornell.edu/cfr/text/17/part-45,Recordkeeping and Reporting,45.4,Swap data reporting: continuation data.,https://www.law.cornell.edu/cfr/text/17/45.4,2016-09-06 18:07:03.444245,2016-09-06 18:07:03.444245
